,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Utilities_AllPub,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLw,SaleType_New,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
753,1.4443664083043035,1.1463011939649164,1.0047472932314836,-0.0683903597628611,-0.33123372581192284,1.1469421812313554,0.8001625397574951,0.8922649866294695,1.7014094208472208,2.0103552780166374,1.2618558592969915,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
498,-0.7910840752196716,-0.09135162769848272,0.9572315090184147,-0.47780341625605555,-0.7140551579133603,-1.189689347655779,-1.0110580928718733,-0.9045720898933239,-1.0624935048127984,-0.8922687973490258,-0.656403551053228,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11,2.189516569478962,1.1463011939649164,1.0522630774445527,0.2892294787402304,0.06535826140107706,1.5873748130315992,2.6113831723868635,2.689102063152263,1.7014094208472208,1.3117576191998168,2.1781378456842098,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
396,-0.7910840752196716,0.07149742778354347,-0.5632735857997917,-0.4038131048416228,-0.7278257130249227,-1.1994334324301208,-1.0110580928718733,-0.3056263977190594,0.3194579580172113,0.6426781713189181,-0.7486909453656098,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
284,-0.04593391404501321,0.7228936497116483,0.3870420984615873,1.2757669642660001,1.1477238931698892,0.12771091383521585,0.8001625397574951,-0.9045720898933239,0.3194579580172113,0.2933793419105078,-0.007755008171916723,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
690,-0.04593391404501321,1.1137313828685111,0.9572315090184147,-0.5172649156770863,-0.8545148200512978,-1.2890790123540643,-1.0110580928718733,-2.1024634742418526,0.3194579580172113,-0.24286815675874185,-0.5113805028480568,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1197,0.6992162471296453,-1.7524119936151499,-1.6086208384873086,-0.5986542582329624,-0.9454004837876102,0.3518248636450745,-1.0110580928718733,0.29331929445520505,-1.0624935048127984,-1.2022100121762067,-0.47182876242846467,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1367,-0.7910840752196716,0.23434648326556964,-0.3256946647344469,-0.7417021936341989,-0.6424482713332352,-0.06717078165161773,0.8001625397574951,-0.3056263977190594,-1.0624935048127984,-0.6561231098616498,-0.6959552914728202,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
689,-0.04593391404501321,1.1463011939649164,1.0522630774445527,0.7504357532235277,0.5610982454173269,-0.2873870975517397,0.8001625397574951,-0.3056263977190594,0.3194579580172113,-0.04608008385259518,0.19659565066264273,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
851,1.4443664083043035,1.081161571772106,0.9097157248053458,0.530931162694044,0.8199846815147018,-0.1041983037941161,0.8001625397574951,0.29331929445520505,0.3194579580172113,-0.34126219321181517,0.4642290941685496,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
159,0.6992162471296453,1.1463011939649164,1.0522630774445527,0.8244260646379604,0.6437215760867019,1.8563115528034297,0.8001625397574951,1.491210678803734,0.3194579580172113,0.5246053275752302,1.8485400088542752,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
895,-0.04593391404501321,-0.22163087208410368,-0.9909156437174121,-0.6849762882164672,-0.48270983203911033,0.558399460861118,-1.0110580928718733,0.8922649866294695,0.3194579580172113,0.06707305806843915,-0.5245644163212542,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1192,-0.7910840752196716,-1.4592836937475027,0.48207366688772524,-0.8773510978939922,-0.8710394861851727,-0.07301723251622273,-1.0110580928718733,-0.3056263977190594,-1.0624935048127984,-1.079217466609865,-0.7223231184192149,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
257,0.6992162471296453,1.1788710050613216,1.0522630774445527,1.3472909319666184,1.2275931128169517,0.18422660552639758,0.8001625397574951,0.8922649866294695,0.3194579580172113,0.9378602806781381,0.5301486615345365,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
335,-0.7910840752196716,-0.1564912498912932,-0.8958840752912743,1.0883248420161038,1.2689047781516394,0.5389112913124346,0.8001625397574951,0.29331929445520505,0.3194579580172113,0.2933793419105078,0.6481446871196531,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1371,-0.04593391404501321,-0.4821893608553456,0.5771052353138632,-0.16211142088780922,1.3845774410887643,0.2953091719538927,-1.0110580928718733,0.8922649866294695,-1.0624935048127984,-0.4544153351328495,-0.1883746227547209,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1039,-1.53623423639433,0.006357805590732987,-0.6583051542259295,-1.0549278452886308,-1.4549110229154225,-1.7139211085153614,-1.0110580928718733,-2.1024634742418526,-1.0624935048127984,-0.9021082009943331,-1.3155992247130972,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
515,2.9346667306536203,1.2765804383505372,1.1948104300837594,2.338761104920017,2.3733032980989517,0.9949344587516252,0.8001625397574951,1.491210678803734,1.7014094208472208,2.118588718115018,2.9409722631568838,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1015,1.4443664083043035,1.0160219495792953,0.8146841563792079,-0.6109859768020345,-0.9591710388991727,0.30310443977336604,0.8001625397574951,-0.3056263977190594,0.3194579580172113,0.28845964008785413,0.6224360558469183,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
768,0.6992162471296453,1.1137313828685111,1.0047472932314836,1.978674922703111,1.8665468699934515,0.6363521390558515,0.8001625397574951,0.8922649866294695,0.3194579580172113,0.07199275989109281,0.48844794321881324,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1292,-0.7910840752196716,-2.5340874599288754,-0.8958840752912743,-0.15717873346018038,0.6051640217743269,1.6809180268652795,0.8001625397574951,2.689102063152263,-1.0624935048127984,-0.18383173488689783,-0.9530416042001693,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
761,-0.7910840752196716,-1.4918535048439079,-1.6086208384873086,0.21523916732579768,0.39309747305626447,-0.40626493179870815,-1.0110580928718733,-0.9045720898933239,0.3194579580172113,-0.1444741203056685,-1.0519209552491495,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1074,0.6992162471296453,1.1788710050613216,1.0522630774445527,0.44954182013816796,0.22509670069520202,-0.5251427660456767,0.8001625397574951,-0.9045720898933239,1.7014094208472208,1.7545307832386468,0.18736691123140456,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
521,-0.04593391404501321,-0.4170497386625351,-1.2760103489958259,0.4594071949934257,0.23611314478445203,-0.5173474982262033,-1.0110580928718733,-0.3056263977190594,-1.0624935048127984,-0.6561231098616498,-0.3927252815892804,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
22,1.4443664083043035,1.0485917606757007,0.8621999405922768,1.7739683944565137,1.7536283180786392,0.5564506439062498,0.8001625397574951,0.29331929445520505,0.3194579580172113,0.3179778510237761,0.6619877962665104,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
356,-0.04593391404501321,0.7228936497116483,0.3870420984615873,0.24730163560538518,0.02404659606638957,-0.6674064037510651,0.8001625397574951,-0.3056263977190594,0.3194579580172113,-0.34126219321181517,-0.08949527170574051,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1451,1.4443664083043035,1.244010627254132,1.1948104300837594,1.2708342768383711,1.1559862262368268,0.13355736469982085,0.8001625397574951,0.29331929445520505,1.7014094208472208,1.823406608755798,1.414657416451349,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
340,1.4443664083043035,1.0485917606757007,0.8621999405922768,-0.22377001373316985,-0.45516872181598533,0.7766669598063717,0.8001625397574951,1.491210678803734,0.3194579580172113,-0.1887514367095515,0.3047037411428613,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
431,-0.04593391404501321,-1.622132749229529,0.6721368037400011,-0.3865486988449218,-0.19352817469629788,-0.6069930781501467,-1.0110580928718733,0.29331929445520505,-2.444444967642808,-2.3091429222732818,-1.316917616060417,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
473,1.4443664083043035,1.1788710050613216,1.0997788616576216,2.2647707935055843,2.2521224131172017,0.9091865127374185,0.8001625397574951,0.29331929445520505,1.7014094208472208,2.1579463326962474,3.430609625637961,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
217,-1.53623423639433,-1.4592836937475027,-1.6086208384873086,-0.9168125973150231,-0.9591710388991727,-0.3536468740172631,-1.0110580928718733,0.8922649866294695,-1.0624935048127984,-1.2760055395160117,-0.9596335609367679,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
911,-0.7910840752196716,0.23434648326556964,0.24449474582238048,0.5185994441249718,0.302211809319952,-0.4705758913093632,-1.0110580928718733,-0.9045720898933239,-1.0624935048127984,-1.0693780629645577,-0.47842071916506335,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1172,0.6992162471296453,1.1788710050613216,1.0997788616576216,-1.067259563857703,-1.468681578026985,-0.5056545964969933,0.8001625397574951,-0.9045720898933239,0.3194579580172113,0.7656707168852598,-0.10399757652625763,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1011,-0.7910840752196716,-0.1564912498912932,-0.8958840752912743,-2.608724384991718,1.3928397741557017,0.3011556228184977,0.8001625397574951,0.8922649866294695,-2.444444967642808,-2.3091429222732818,-1.0519209552491495,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1420,-0.04593391404501321,-0.058781816602077486,-0.7533367226520674,-0.8625530356111057,-1.2400903631750477,-0.18215098198884952,0.8001625397574951,0.29331929445520505,0.3194579580172113,1.5085456921059635,0.0014737312593214465,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
93,-0.04593391404501321,-1.9478308601935812,0.6721368037400011,0.38541688357899295,0.280178921141452,1.5230638535209442,0.8001625397574951,1.491210678803734,0.3194579580172113,0.18022619998947348,-0.6049862885077583,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1008,0.6992162471296453,1.1137313828685111,1.0047472932314836,1.6087233656309474,1.5195288811820766,0.3908012027424412,0.8001625397574951,0.29331929445520505,0.3194579580172113,0.3966930801862348,0.7938269309984842,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
696,-0.7910840752196716,-1.5895629381331238,-1.6086208384873086,-1.0894566572820328,-1.4934685772277976,-1.7412045458835181,-1.0110580928718733,-1.5035177820675885,-1.0624935048127984,-1.30060404862928,-1.1969440034543208,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
996,-0.7910840752196716,-0.28677049427691415,-1.08594721214355,-0.019063485486572627,-0.29818439354417287,-0.8954179874706604,-1.0110580928718733,-0.3056263977190594,-1.0624935048127984,-0.4986926515367325,-0.5707081134774451,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
153,-0.04593391404501321,-0.31934030537331937,-0.42072623316058483,1.3423582445389894,0.258146032962952,-0.5017569625872565,-1.0110580928718733,-1.5035177820675885,0.3194579580172113,0.4655689057033861,0.7279073636324973,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1307,-0.7910840752196716,0.7880332719044587,0.5295894511007941,-0.1670441083154381,-0.4634310548829228,-1.0123470047627605,-1.0110580928718733,-0.9045720898933239,0.3194579580172113,0.05231395260047814,-0.550932243267649,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1458,-0.7910840752196716,-0.6450384163373718,0.5771052353138632,0.04999413850023125,-0.22106928491942288,-0.840851112734347,-1.0110580928718733,-0.9045720898933239,-1.0624935048127984,-1.1284144848364017,-0.4965486001907098,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
789,-0.04593391404501321,-0.12392143879488797,1.0997788616576216,-0.5567264150981172,-0.5019886091952978,1.1255051947278036,0.8001625397574951,1.491210678803734,0.3194579580172113,-0.12479531301505384,0.10167147365562157,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
580,-0.04593391404501321,-0.31934030537331937,0.1494631773962426,0.21277282361198324,0.7456236839122644,-0.15681636157556117,-1.0110580928718733,0.29331929445520505,0.3194579580172113,0.5049265202846155,0.027841558205716217,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
703,-0.7910840752196716,-2.2735289711576336,0.5771052353138632,-1.7208406480185252,-0.34775839194579783,0.5895805321390114,0.8001625397574951,0.8922649866294695,0.3194579580172113,0.9968967025499821,-0.5245644163212542,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1225,-0.04593391404501321,-0.38447992756612986,-1.228494564782757,-1.1585142812688367,-0.05582262358067291,-0.7239220954422468,-1.0110580928718733,-0.3056263977190594,-1.0624935048127984,-1.0103416410927137,-0.4586448489552673,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
487,-0.7910840752196716,0.038927616687138226,-0.6107893700128606,1.0513296863088875,0.8970997901394518,-0.049631429057802705,0.8001625397574951,0.29331929445520505,0.3194579580172113,0.08675186535905381,-0.06312744475934574,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
559,0.6992162471296453,1.081161571772106,0.9572315090184147,0.7800318777893008,1.0981498947682644,0.09263220864758581,0.8001625397574951,0.29331929445520505,0.3194579580172113,-0.24286815675874185,0.7147234501593,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
801,-1.53623423639433,-1.7524119936151499,0.2920105300354494,0.3410226967303333,0.10391581571345206,-0.6108907120598834,-1.0110580928718733,-0.9045720898933239,0.3194579580172113,-0.1444741203056685,-0.9214002118644955,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
512,-0.7910840752196716,-0.38447992756612986,-1.228494564782757,-0.47780341625605555,-0.8104490436942977,-1.2578979410761708,-1.0110580928718733,-0.9045720898933239,0.3194579580172113,0.7607510150626061,-0.6577219424005478,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
633,-0.7910840752196716,-0.5147591719517508,1.0047472932314836,-0.004265423203686082,-0.2816597274102979,-0.8837250857414504,-1.0110580928718733,-0.3056263977190594,-1.0624935048127984,-1.0300204483833284,-0.5324747644051726,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1302,1.4443664083043035,0.7880332719044587,0.48207366688772524,0.26456604160208613,0.12319459286963955,1.981035837915003,0.8001625397574951,0.8922649866294695,1.7014094208472208,1.8430854160464127,1.4530226046583534,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
790,0.6992162471296453,1.1463011939649164,1.0522630774445527,0.21523916732579768,-0.03654384642448542,-0.7102803767581685,0.8001625397574951,-0.9045720898933239,0.3194579580172113,-0.35602129867977617,-0.25824936416266703,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
116,-0.7910840752196716,-0.2542006831805089,-1.0384314279304812,0.08452295049363319,-0.18251173060704787,-0.8135676753661903,-1.0110580928718733,-0.3056263977190594,-1.0624935048127984,-0.8922687973490258,-0.5377483297944516,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
740,-0.7910840752196716,-1.9478308601935812,0.8621999405922768,-1.95760964454471,-1.0748437018362977,-0.15096991071095617,0.8001625397574951,0.29331929445520505,0.3194579580172113,-0.5380502661179618,-0.6300357241068333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
830,-0.04593391404501321,-0.4170497386625351,-1.2760103489958259,0.8244260646379604,0.6437215760867019,-0.2289225889056896,-1.0110580928718733,-0.3056263977190594,0.3194579580172113,-0.055919487497902515,-0.1817826660181222,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
119,-0.04593391404501321,1.1463011939649164,1.0522630774445527,-0.8132261613348172,-1.1850081427287977,-0.1041983037941161,0.8001625397574951,0.8922649866294695,0.3194579580172113,-0.3904592114383518,-0.20828233209924896,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
656,-0.7910840752196716,-0.35191011646972464,1.0522630774445527,-0.011664454345129353,-0.28992206047723534,-0.8895715366060554,-1.0110580928718733,-0.9045720898933239,-1.0624935048127984,-0.7741959536053378,-0.45205289221866857,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
635,-0.04593391404501321,-1.8175516158079603,0.5295894511007941,0.9428105629010528,0.7759189051577019,3.674557771695587,0.8001625397574951,4.4859391396750565,-2.444444967642808,-2.3091429222732818,0.26647039207058887,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
369,-0.7910840752196716,-0.35191011646972464,1.0522630774445527,0.012998982793014887,0.3545399187438895,-0.43354836916686484,-1.0110580928718733,0.29331929445520505,0.3194579580172113,0.5246053275752302,-0.23451831991091174,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
